,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-AQ-A1H2-01A,6.007,284.291,34.97,6.358,3.649,46.883,386.638,34.266,1.894,140.553,12.091,16.465,3109.576,5498,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.005,0.004,0.0,0.0,0.807,0.001,0.017,0.076,0.018,0.07,0.001,0.0,0.0,0.0,0.0,0.004,0.094
TCGA-E2-A1L8-01A,16.327,588.313,29.233,7.347,5.384,83.11,69.93,6.759,1.0,175.452,17.985,1.742,1152.585,5499,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.008,0.0,0.016,0.0,0.577,0.046,0.063,0.222,0.022,0.043,0.001,0.0,0.0,0.0,0.003,0.016,0.244
TCGA-C8-A26V-01A,9.665,391.888,32.573,6.198,2.743,80.205,225.971,1.875,1.072,97.831,28.247,1.615,1561.636,5500,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.009,0.018,0.0,0.0,0.764,0.008,0.041,0.086,0.002,0.071,0.001,0.0,0.0,0.0,0.0,0.018,0.088
TCGA-A8-A08B-01A,24.594,145.461,24.814,9.059,5.753,30.454,194.667,18.177,1.541,245.268,43.978,8.07,2367.739,5501,BRCA,simu_bulk_2ds_ref,0.005,0.0,0.016,0.037,0.0,0.0,0.844,0.007,0.003,0.046,0.007,0.033,0.003,0.0,0.0,0.0,0.005,0.037,0.053
TCGA-D8-A1XJ-01A,7.4,335.218,25.551,1.0,2.462,66.692,188.133,7.675,1.0,134.749,2.39,7.012,1815.79,5502,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.007,0.001,0.0,0.0,0.796,0.0,0.025,0.109,0.008,0.053,0.0,0.0,0.0,0.0,0.0,0.001,0.11699999999999999
TCGA-AO-A0JC-01A,539.026,159.112,370.165,180.349,148.964,217.234,352.043,111.013,12.842,66.477,311.344,3.529,459.079,5503,BRCA,simu_bulk_2ds_ref,0.011,0.26,0.096,0.033,0.067,0.109,0.102,0.103,0.078,0.051,0.011,0.061,0.006,0.001,0.005,0.005,0.271,0.1,0.062
TCGA-AR-A0U0-01A,51.985,124.712,83.359,38.854,9.455,92.144,700.172,10.594,7.842,68.5,181.773,4.836,457.395,5504,BRCA,simu_bulk_2ds_ref,0.029,0.0,0.032,0.069,0.018,0.0,0.648,0.037,0.034,0.041,0.009,0.081,0.001,0.0,0.0,0.0,0.029,0.08700000000000001,0.05
TCGA-A7-A6VV-01A,17.276,570.995,60.912,4.812,10.493,114.321,368.162,5.492,4.659,631.77,16.066,3.636,1197.512,5505,BRCA,simu_bulk_2ds_ref,0.005,0.0,0.015,0.008,0.002,0.0,0.505,0.021,0.045,0.262,0.019,0.117,0.0,0.0,0.0,0.0,0.005,0.01,0.281
TCGA-B6-A3ZX-01A,281.867,185.331,152.054,69.038,68.184,116.822,357.222,11.362,6.076,120.185,139.406,3.249,908.064,5506,BRCA,simu_bulk_2ds_ref,0.038,0.1,0.079,0.01,0.075,0.013,0.397,0.057,0.076,0.086,0.013,0.053,0.002,0.001,0.001,0.0,0.138,0.08499999999999999,0.09899999999999999
TCGA-AR-A24L-01A,8.324,793.125,23.139,6.344,3.93,147.846,143.803,26.562,1.0,275.006,8.067,1.879,1496.995,5507,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.0,0.001,0.018,0.0,0.546,0.002,0.094,0.268,0.026,0.038,0.006,0.0,0.0,0.0,0.003,0.019,0.29400000000000004
TCGA-EW-A1OW-01A,21.982,686.998,32.94,5.087,4.939,141.95,197.341,2.487,7.655,240.812,38.061,4.908,746.795,5508,BRCA,simu_bulk_2ds_ref,0.008,0.0,0.014,0.004,0.006,0.0,0.598,0.027,0.077,0.206,0.019,0.037,0.003,0.0,0.0,0.0,0.008,0.01,0.22499999999999998
TCGA-EW-A1P3-01A,10.882,319.274,16.207,4.169,5.379,81.761,95.723,104.165,1.0,187.857,12.779,6.25,4163.504,5509,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.005,0.003,0.001,0.0,0.689,0.018,0.04,0.144,0.034,0.049,0.011,0.0,0.0,0.0,0.007,0.004,0.178
TCGA-LL-A7T0-01A,32.783,301.03,33.737,14.941,7.195,79.787,382.521,9.099,1.364,214.285,46.058,5.575,6459.377,5510,BRCA,simu_bulk_2ds_ref,0.01,0.0,0.019,0.012,0.014,0.0,0.745,0.029,0.007,0.089,0.013,0.062,0.001,0.0,0.0,0.0,0.01,0.026000000000000002,0.102
TCGA-B6-A0I8-01A,13.1,383.957,11.124,2.304,2.108,103.885,102.348,14.011,1.0,139.795,5.958,7.748,4821.491,5511,BRCA,simu_bulk_2ds_ref,0.004,0.0,0.0,0.002,0.001,0.0,0.796,0.006,0.046,0.109,0.012,0.024,0.001,0.0,0.0,0.0,0.004,0.003,0.121
TCGA-BH-A0AV-01A,18.011,2104.367,42.133,2.264,4.429,118.247,130.044,8.078,10.783,430.285,14.284,2.83,734.137,5512,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.008,0.001,0.001,0.0,0.45,0.002,0.062,0.401,0.004,0.067,0.002,0.0,0.001,0.0,0.001,0.002,0.405
TCGA-E2-A156-01A,4.689,101.251,24.815,1.0,3.845,90.422,143.705,45.708,1.41,68.414,2.707,13.282,2037.166,5513,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.001,0.0,0.846,0.008,0.055,0.024,0.014,0.044,0.004,0.0,0.0,0.0,0.0,0.001,0.038
TCGA-BH-A5IZ-01A,7.87,372.578,30.82,4.917,4.737,80.556,185.784,2.088,9.261,122.81,16.649,5.478,1360.152,5514,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.004,0.008,0.0,0.0,0.779,0.009,0.034,0.078,0.004,0.078,0.005,0.0,0.001,0.0,0.0,0.008,0.082
TCGA-BH-A1EN-01A,18.747,179.016,20.5,2.363,2.806,107.743,170.965,8.888,1.0,110.133,4.045,1.636,1269.979,5515,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.0,0.0,0.827,0.0,0.029,0.091,0.002,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.093
TCGA-A1-A0SN-01A,23.196,937.98,80.52,28.086,12.996,113.1,268.829,56.542,1.0,153.49,37.776,4.463,1389.858,5516,BRCA,simu_bulk_2ds_ref,0.002,0.0,0.027,0.002,0.032,0.0,0.617,0.024,0.032,0.173,0.01,0.079,0.002,0.0,0.0,0.0,0.002,0.034,0.183
TCGA-E2-A150-01A,8.007,388.445,51.014,6.621,19.199,130.712,246.167,3.199,2.913,470.513,17.738,2.944,787.575,5517,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.033,0.0,0.008,0.0,0.631,0.038,0.06,0.111,0.008,0.109,0.002,0.0,0.0,0.0,0.0,0.008,0.119
TCGA-PL-A8LZ-01A,29.328,309.736,91.537,28.217,18.972,334.549,722.668,4.207,10.439,197.39,164.516,5.934,744.242,5518,BRCA,simu_bulk_2ds_ref,0.017,0.0,0.048,0.034,0.021,0.0,0.462,0.044,0.124,0.116,0.041,0.09,0.002,0.0,0.001,0.0,0.017,0.05500000000000001,0.157
TCGA-A2-A0CO-01A,49.196,735.737,85.681,26.054,24.982,535.542,495.252,60.389,8.736,266.628,72.622,10.837,754.485,5519,BRCA,simu_bulk_2ds_ref,0.007,0.016,0.035,0.003,0.025,0.002,0.33,0.04,0.221,0.179,0.053,0.083,0.005,0.0,0.001,0.001,0.023,0.028,0.23199999999999998
TCGA-HN-A2NL-01A,37.942,106.972,36.571,26.344,13.236,75.775,378.161,10.002,2.796,33.17,67.123,1.37,371.689,5520,BRCA,simu_bulk_2ds_ref,0.015,0.009,0.025,0.0,0.04,0.0,0.815,0.021,0.008,0.043,0.005,0.018,0.0,0.0,0.0,0.0,0.024,0.04,0.047999999999999994
TCGA-E2-A14X-01A,96.046,266.833,58.673,18.608,17.187,114.877,120.665,2.001,1.68,141.172,46.932,2.074,904.831,5521,BRCA,simu_bulk_2ds_ref,0.063,0.029,0.038,0.001,0.035,0.0,0.644,0.027,0.054,0.072,0.007,0.028,0.0,0.0,0.001,0.0,0.092,0.036000000000000004,0.079
TCGA-BH-A0B2-01A,31.1,1056.451,116.703,36.936,19.626,169.462,785.352,50.848,6.338,250.847,46.607,16.39,1015.903,5522,BRCA,simu_bulk_2ds_ref,0.005,0.011,0.039,0.013,0.025,0.0,0.44,0.035,0.064,0.243,0.019,0.102,0.003,0.0,0.001,0.0,0.016,0.038,0.262
TCGA-A2-A4RX-01A,50.087,891.718,58.028,16.59,19.757,149.527,159.281,23.34,2.566,613.411,29.148,2.181,280.914,5523,BRCA,simu_bulk_2ds_ref,0.008,0.019,0.021,0.012,0.021,0.0,0.434,0.028,0.096,0.315,0.021,0.024,0.002,0.0,0.001,0.0,0.027,0.033,0.336
TCGA-E2-A572-01A,19.333,46.725,5.564,72.588,1.392,69.408,140.103,6.75,1.0,194.039,13.926,3.97,4058.473,5524,BRCA,simu_bulk_2ds_ref,0.014,0.0,0.006,0.001,0.0,0.0,0.926,0.0,0.008,0.003,0.022,0.021,0.0,0.0,0.0,0.0,0.014,0.001,0.024999999999999998
TCGA-C8-A12V-01A,100.526,210.495,210.634,108.901,39.844,126.921,1495.915,2.783,6.166,198.545,367.514,9.138,560.254,5525,BRCA,simu_bulk_2ds_ref,0.049,0.01,0.056,0.076,0.035,0.0,0.369,0.093,0.071,0.079,0.008,0.149,0.004,0.001,0.0,0.0,0.059000000000000004,0.111,0.087
TCGA-BH-A0BQ-01A,21.494,895.643,56.798,19.834,18.472,148.257,216.436,96.69,3.655,356.955,42.137,2.895,1577.978,5526,BRCA,simu_bulk_2ds_ref,0.01,0.0,0.022,0.012,0.004,0.0,0.501,0.045,0.047,0.302,0.013,0.039,0.005,0.0,0.0,0.0,0.01,0.016,0.315
TCGA-C8-A12T-01A,15.528,884.377,32.854,6.488,3.823,87.084,274.939,167.743,1.974,452.552,19.406,1.853,2701.108,5527,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.018,0.015,0.002,0.0,0.617,0.001,0.009,0.26,0.002,0.066,0.01,0.0,0.0,0.0,0.0,0.017,0.262
TCGA-EW-A1OX-01A,21.371,53.548,5.243,1.032,1.0,80.455,40.064,3.993,1.0,95.133,2.636,1.0,1088.761,5528,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.943,0.001,0.023,0.0,0.025,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.025
TCGA-BH-A0BW-01A,25.647,216.046,106.089,10.816,12.242,76.471,802.451,2.454,7.68,343.58,92.462,5.5,942.486,5529,BRCA,simu_bulk_2ds_ref,0.011,0.002,0.051,0.066,0.001,0.0,0.55,0.049,0.056,0.074,0.013,0.124,0.001,0.0,0.002,0.0,0.013,0.067,0.087
TCGA-A8-A084-01A,7.865,618.871,11.54,1.0,2.41,62.358,74.813,5.703,1.015,199.497,5.194,134.233,1798.386,5530,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.012,0.001,0.002,0.0,0.703,0.001,0.027,0.208,0.001,0.039,0.0,0.0,0.005,0.0,0.0,0.003,0.209
TCGA-A2-A0SV-01A,9.403,830.478,57.837,3.212,5.991,66.966,425.439,34.924,3.85,271.168,9.49,10.058,2251.872,5531,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.022,0.005,0.0,0.0,0.611,0.0,0.012,0.178,0.007,0.16,0.003,0.0,0.0,0.0,0.0,0.005,0.185
TCGA-C8-A275-01A,51.998,320.375,73.75,21.089,20.477,100.8,632.544,18.888,2.827,88.209,98.998,5.849,1347.627,5532,BRCA,simu_bulk_2ds_ref,0.014,0.003,0.031,0.01,0.033,0.0,0.651,0.026,0.022,0.066,0.002,0.141,0.001,0.0,0.001,0.0,0.017,0.043000000000000003,0.068
TCGA-S3-A6ZH-01A,9.662,242.581,21.371,10.085,9.715,86.824,191.882,37.36,2.67,67.418,23.848,5.515,2779.769,5533,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.011,0.012,0.003,0.0,0.847,0.019,0.017,0.037,0.009,0.041,0.004,0.0,0.0,0.0,0.001,0.015,0.046
TCGA-D8-A1JD-01A,20.329,953.381,82.384,5.252,10.112,64.013,446.764,99.618,1.787,282.105,10.26,10.217,1658.414,5534,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.033,0.001,0.004,0.0,0.626,0.013,0.024,0.191,0.002,0.099,0.007,0.0,0.0,0.0,0.0,0.005,0.193
TCGA-A2-A0CV-01A,16.085,654.469,38.287,23.208,17.324,100.501,163.017,10.219,1.563,245.431,39.443,4.869,893.029,5535,BRCA,simu_bulk_2ds_ref,0.009,0.0,0.019,0.0,0.019,0.0,0.545,0.042,0.091,0.208,0.02,0.044,0.002,0.0,0.0,0.0,0.009,0.019,0.22799999999999998
TCGA-E2-A14V-01A,4.335,416.633,14.7,4.01,3.542,55.943,54.997,85.367,1.0,238.156,7.03,4.35,1735.779,5536,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.004,0.003,0.001,0.0,0.821,0.009,0.012,0.116,0.007,0.018,0.007,0.0,0.0,0.0,0.0,0.004,0.12300000000000001
TCGA-E2-A153-01A,12.227,1633.37,34.199,1.204,4.997,190.272,279.702,67.983,2.749,435.58,10.968,2.582,2583.405,5537,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.008,0.001,0.0,0.0,0.441,0.014,0.062,0.355,0.02,0.094,0.005,0.0,0.0,0.0,0.0,0.001,0.375
TCGA-AR-A24R-01A,14.976,458.502,48.551,11.695,13.944,53.226,247.371,13.117,2.961,218.475,27.796,9.628,2620.608,5538,BRCA,simu_bulk_2ds_ref,0.007,0.0,0.013,0.019,0.019,0.0,0.699,0.021,0.034,0.117,0.008,0.061,0.001,0.0,0.0,0.0,0.007,0.038,0.125
TCGA-AR-A1AV-01A,7.035,396.173,23.486,1.741,4.448,117.716,151.51,19.028,1.768,185.005,5.208,4.811,1525.546,5539,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.004,0.0,0.714,0.004,0.061,0.14,0.012,0.059,0.002,0.0,0.0,0.0,0.0,0.004,0.15200000000000002
TCGA-OL-A66H-01A,48.943,264.462,88.95,8.399,13.888,158.493,1079.843,28.231,8.05,131.958,33.078,11.503,1250.31,5540,BRCA,simu_bulk_2ds_ref,0.01,0.0,0.027,0.001,0.015,0.0,0.604,0.01,0.093,0.067,0.028,0.142,0.003,0.0,0.0,0.0,0.01,0.016,0.095
TCGA-AR-A251-01A,21.38,271.919,41.867,30.002,12.557,76.903,205.342,106.824,4.885,213.531,16.1,3.904,1050.47,5541,BRCA,simu_bulk_2ds_ref,0.014,0.0,0.014,0.002,0.017,0.0,0.699,0.02,0.072,0.101,0.012,0.044,0.002,0.0,0.001,0.0,0.014,0.019000000000000003,0.113
TCGA-AC-A7VB-01A,9.275,68.185,6.718,11.057,1.388,144.507,71.301,7.658,1.514,90.192,3.602,5.927,3756.002,5542,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.002,0.006,0.0,0.0,0.893,0.0,0.047,0.022,0.019,0.011,0.0,0.0,0.0,0.0,0.0,0.006,0.040999999999999995
TCGA-A8-A08C-01A,8.082,188.288,23.01,5.352,3.939,82.426,115.807,6.158,1.0,113.673,10.279,1.918,765.929,5543,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.005,0.003,0.007,0.0,0.749,0.015,0.051,0.117,0.009,0.044,0.0,0.0,0.0,0.0,0.0,0.01,0.126
TCGA-A2-A259-01A,25.066,403.82,63.029,6.624,28.794,143.416,162.294,214.156,20.617,273.946,15.041,10.302,1140.371,5544,BRCA,simu_bulk_2ds_ref,0.005,0.015,0.034,0.009,0.008,0.0,0.564,0.037,0.111,0.145,0.022,0.026,0.022,0.0,0.001,0.001,0.02,0.017,0.16699999999999998
TCGA-AO-A03P-01A,7.034,151.418,17.31,2.316,2.985,84.201,127.722,17.196,1.0,85.901,6.048,1.233,1942.14,5545,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.005,0.0,0.877,0.0,0.019,0.052,0.018,0.025,0.002,0.0,0.0,0.0,0.0,0.005,0.06999999999999999
TCGA-A7-A4SE-01A,12.867,1018.675,36.928,4.017,16.918,170.06,257.575,4.039,4.669,1096.835,11.516,3.968,2246.232,5546,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.018,0.004,0.004,0.0,0.558,0.018,0.053,0.257,0.058,0.029,0.0,0.0,0.001,0.0,0.0,0.008,0.315
TCGA-C8-A132-01A,40.335,779.032,81.083,40.332,30.005,131.973,234.397,11.849,4.74,267.736,104.421,6.154,2943.208,5547,BRCA,simu_bulk_2ds_ref,0.015,0.004,0.032,0.004,0.039,0.0,0.485,0.053,0.077,0.24,0.01,0.039,0.003,0.0,0.0,0.0,0.019,0.043,0.25
TCGA-B6-A0RS-01A,13.11,334.133,38.607,19.892,8.419,81.217,407.739,18.739,1.684,170.866,36.31,3.351,1811.148,5548,BRCA,simu_bulk_2ds_ref,0.008,0.0,0.012,0.009,0.006,0.0,0.679,0.003,0.019,0.12,0.017,0.124,0.003,0.0,0.0,0.0,0.008,0.015,0.137
TCGA-BH-A0BV-01A,12.994,424.921,68.648,22.033,8.583,110.187,387.138,108.236,1.252,161.889,30.449,11.624,888.771,5549,BRCA,simu_bulk_2ds_ref,0.006,0.0,0.033,0.0,0.029,0.0,0.548,0.014,0.07,0.185,0.015,0.096,0.003,0.0,0.0,0.0,0.006,0.029,0.2
TCGA-BH-A0B1-01A,9.345,799.527,18.322,6.287,6.02,155.2,99.571,50.643,1.0,141.427,11.155,7.595,2124.105,5550,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.017,0.0,0.002,0.0,0.688,0.004,0.083,0.139,0.039,0.02,0.005,0.0,0.0,0.0,0.001,0.002,0.17800000000000002
TCGA-AN-A0FZ-01A,4.559,216.304,8.801,1.038,1.346,135.994,91.39,1.0,1.0,154.621,2.319,66.078,2423.228,5551,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.0,0.003,0.001,0.0,0.691,0.013,0.093,0.159,0.011,0.03,0.001,0.0,0.0,0.0,0.0,0.004,0.17
TCGA-EW-A1PC-01B,8.112,392.621,12.017,12.407,1.635,44.761,170.103,3.242,1.0,248.058,4.208,15.492,1470.045,5552,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.015,0.004,0.002,0.0,0.816,0.001,0.029,0.094,0.01,0.026,0.0,0.0,0.001,0.0,0.0,0.006,0.104
TCGA-D8-A147-01A,12.868,257.361,79.315,17.578,19.326,39.667,330.03,5.847,8.874,309.423,31.699,4.971,1024.303,5553,BRCA,simu_bulk_2ds_ref,0.001,0.0,0.043,0.003,0.026,0.0,0.68,0.032,0.015,0.132,0.004,0.059,0.004,0.0,0.0,0.0,0.001,0.028999999999999998,0.136
TCGA-BH-A1FE-01A,27.486,1346.438,118.89,36.017,45.782,104.757,204.11,77.984,4.353,186.43,88.545,2.769,938.635,5554,BRCA,simu_bulk_2ds_ref,0.004,0.014,0.04,0.017,0.032,0.0,0.464,0.064,0.078,0.231,0.017,0.026,0.012,0.0,0.0,0.0,0.018000000000000002,0.049,0.248
TCGA-AN-A0XV-01A,22.205,830.221,31.692,10.52,14.57,190.374,98.886,52.876,3.111,183.942,33.977,1.495,1617.255,5555,BRCA,simu_bulk_2ds_ref,0.015,0.0,0.022,0.0,0.026,0.0,0.54,0.017,0.118,0.201,0.035,0.021,0.005,0.0,0.0,0.0,0.015,0.026,0.23600000000000002
TCGA-XX-A89A-01A,52.006,1396.127,107.364,13.516,14.652,229.472,696.119,8.529,4.658,273.741,36.898,10.949,686.454,5556,BRCA,simu_bulk_2ds_ref,0.005,0.0,0.037,0.0,0.021,0.0,0.315,0.037,0.078,0.339,0.021,0.143,0.001,0.0,0.0,0.0,0.005,0.021,0.36000000000000004
TCGA-LL-A441-01A,238.799,455.211,125.944,31.673,76.188,168.943,233.8,19.153,6.716,442.97,142.567,4.338,358.71,5557,BRCA,simu_bulk_2ds_ref,0.016,0.101,0.048,0.012,0.03,0.003,0.421,0.058,0.104,0.129,0.017,0.055,0.005,0.0,0.0,0.0,0.117,0.041999999999999996,0.14600000000000002
TCGA-E2-A15O-01A,6.409,160.851,27.28,6.754,6.492,74.122,106.615,47.491,3.339,121.27,8.761,12.172,1472.812,5558,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.024,0.003,0.002,0.0,0.826,0.012,0.021,0.061,0.02,0.027,0.005,0.0,0.001,0.0,0.0,0.005,0.081
TCGA-C8-A12P-01A,16.023,682.954,31.472,5.064,4.896,84.977,308.753,4.006,1.0,244.859,16.433,3.264,1604.881,5559,BRCA,simu_bulk_2ds_ref,0.01,0.0,0.008,0.009,0.001,0.0,0.697,0.004,0.013,0.168,0.005,0.083,0.001,0.0,0.0,0.0,0.01,0.009999999999999998,0.17300000000000001
TCGA-BH-A1F0-01A,88.944,725.586,153.736,38.742,38.898,235.495,955.489,15.334,32.186,205.475,89.055,7.928,746.069,5560,BRCA,simu_bulk_2ds_ref,0.035,0.026,0.043,0.004,0.032,0.0,0.355,0.052,0.144,0.108,0.027,0.164,0.005,0.0,0.001,0.001,0.061,0.036000000000000004,0.135
TCGA-OL-A66K-01A,16.756,833.353,20.823,7.41,6.753,123.208,162.614,42.699,1.0,217.854,10.857,6.8,1482.86,5561,BRCA,simu_bulk_2ds_ref,0.004,0.0,0.006,0.0,0.009,0.0,0.568,0.022,0.071,0.233,0.028,0.052,0.005,0.0,0.0,0.0,0.004,0.009,0.261
TCGA-BH-A0GY-01A,10.619,705.082,41.946,7.758,8.168,69.38,158.349,67.172,8.747,170.16,13.564,43.159,4308.894,5562,BRCA,simu_bulk_2ds_ref,0.0,0.004,0.024,0.0,0.019,0.0,0.673,0.022,0.033,0.139,0.013,0.066,0.005,0.0,0.0,0.0,0.004,0.019,0.15200000000000002
TCGA-GM-A2DD-01A,17.92,576.332,104.34,19.781,22.307,132.125,491.25,49.422,3.061,216.59,84.925,3.568,2624.566,5563,BRCA,simu_bulk_2ds_ref,0.012,0.0,0.04,0.002,0.021,0.0,0.526,0.064,0.014,0.171,0.014,0.135,0.002,0.0,0.0,0.0,0.012,0.023,0.18500000000000003
TCGA-A1-A0SE-01A,13.45,721.495,28.149,14.114,8.942,131.7,82.888,71.785,1.31,239.939,14.848,13.399,1559.915,5564,BRCA,simu_bulk_2ds_ref,0.003,0.0,0.009,0.004,0.014,0.0,0.619,0.019,0.066,0.224,0.018,0.017,0.006,0.0,0.0,0.0,0.003,0.018000000000000002,0.242
TCGA-LL-A73Y-01A,33.5,848.754,70.306,12.59,32.919,199.697,121.393,9.842,3.524,366.163,30.676,2.007,1373.783,5565,BRCA,simu_bulk_2ds_ref,0.01,0.006,0.031,0.01,0.009,0.0,0.479,0.046,0.079,0.266,0.016,0.046,0.002,0.0,0.0,0.0,0.016,0.019,0.28200000000000003
TCGA-A2-A0CM-01A,28.353,425.253,72.782,39.891,12.97,108.883,589.436,1.783,10.903,109.192,142.169,4.316,1021.964,5566,BRCA,simu_bulk_2ds_ref,0.015,0.0,0.048,0.023,0.033,0.0,0.602,0.028,0.021,0.12,0.006,0.105,0.0,0.0,0.0,0.0,0.015,0.056,0.126
TCGA-A8-A09G-01A,36.897,158.194,62.78,13.861,13.74,124.977,348.598,9.733,3.223,75.916,54.963,3.527,1128.642,5567,BRCA,simu_bulk_2ds_ref,0.028,0.001,0.035,0.005,0.022,0.0,0.688,0.028,0.04,0.061,0.009,0.083,0.001,0.0,0.0,0.0,0.029,0.027,0.06999999999999999
TCGA-E2-A14T-01A,10.033,142.639,37.508,4.855,4.67,60.424,262.464,11.538,4.064,93.706,11.428,20.634,1874.509,5568,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.01,0.0,0.785,0.008,0.035,0.053,0.019,0.084,0.002,0.0,0.0,0.0,0.0,0.01,0.072
TCGA-E9-A1N8-01A,4.643,169.327,14.405,4.773,1.797,48.966,132.944,8.184,1.888,108.254,12.047,2.788,1081.214,5569,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.006,0.0,0.013,0.0,0.863,0.005,0.021,0.08,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.013,0.08
TCGA-AN-A0AT-01A,19.567,297.542,34.431,10.892,5.846,39.802,184.562,82.705,3.856,170.475,41.185,1.471,829.094,5570,BRCA,simu_bulk_2ds_ref,0.005,0.004,0.018,0.003,0.02,0.0,0.816,0.017,0.003,0.063,0.006,0.042,0.002,0.0,0.0,0.0,0.009000000000000001,0.023,0.069
TCGA-A8-A08Z-01A,9.056,1245.667,86.469,5.819,10.618,99.258,534.501,57.23,7.788,423.573,15.341,12.599,1327.589,5571,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.017,0.001,0.004,0.0,0.377,0.002,0.053,0.331,0.012,0.198,0.004,0.0,0.0,0.0,0.0,0.005,0.343
TCGA-AR-A24N-01A,22.358,615.073,24.784,5.306,3.963,56.793,106.415,8.944,1.0,161.848,8.861,1.73,2440.223,5572,BRCA,simu_bulk_2ds_ref,0.012,0.0,0.006,0.005,0.0,0.0,0.68,0.002,0.054,0.192,0.014,0.035,0.001,0.0,0.0,0.0,0.012,0.005,0.20600000000000002
TCGA-BH-A0B6-01A,139.05,672.814,101.67,93.864,84.458,186.227,799.967,71.471,25.406,100.418,392.918,5.709,1037.652,5573,BRCA,simu_bulk_2ds_ref,0.03,0.027,0.047,0.025,0.029,0.0,0.42,0.123,0.066,0.132,0.016,0.078,0.004,0.003,0.0,0.0,0.056999999999999995,0.054000000000000006,0.14800000000000002
TCGA-EW-A1PA-01A,24.73,224.267,25.447,9.927,9.962,112.602,79.654,65.018,2.226,164.078,18.091,21.444,879.167,5574,BRCA,simu_bulk_2ds_ref,0.02,0.002,0.013,0.003,0.015,0.0,0.653,0.016,0.115,0.1,0.017,0.035,0.011,0.0,0.0,0.0,0.022,0.018,0.117
TCGA-AR-A24Q-01A,38.078,608.395,64.581,23.728,13.236,113.115,229.494,17.708,3.017,1099.483,47.271,1.348,876.102,5575,BRCA,simu_bulk_2ds_ref,0.029,0.001,0.015,0.0,0.028,0.0,0.549,0.032,0.052,0.222,0.024,0.047,0.002,0.0,0.0,0.0,0.030000000000000002,0.028,0.246
TCGA-BH-A8FY-01A,20.944,59.73,25.201,1.0,3.671,126.718,326.456,6.72,1.0,75.532,4.225,9.159,2338.288,5576,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.004,0.0,0.0,0.0,0.855,0.009,0.023,0.0,0.025,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.025
TCGA-E9-A2JS-01A,6.999,316.574,20.045,5.518,3.498,57.32,177.779,82.215,1.0,157.652,11.273,3.364,2134.124,5577,BRCA,simu_bulk_2ds_ref,0.0,0.0,0.014,0.0,0.007,0.0,0.767,0.01,0.007,0.122,0.013,0.051,0.008,0.0,0.0,0.0,0.0,0.007,0.135
